2019-089H,In Orbit,Low Earth Orbit,96,579.2,570.2,37
2017-036L,In Orbit,Low Earth Orbit,94.2,496,478.6,97.2
2016-025E,In Orbit,Low Earth Orbit,94.2,561,415.9,98.2
2014-006A,In Orbit,Geostationary Orbit,1436.1,35806.9,35789.1,0
2016-038A,In Orbit,Geostationary Orbit,1436.1,35800,35784.8,0
2015-010A,In Orbit,Geostationary Orbit,1436.1,35804.2,35780.7,0
2004-007A,In Orbit,Geostationary Orbit,1436.1,35817.5,35771.1,2.8
1999-053A,In Orbit,Geostationary Orbit,1436,35802.1,35782.8,0
2021-022F,In Orbit,Low Earth Orbit,95.5,561,538,97.5
2021-022H,In Orbit,Low Earth Orbit,95.5,599,539,97.5
2021-022M,In Orbit,Low Earth Orbit,95.5,561,537,97.5
2020-095A,In Orbit,Geostationary Orbit,1437.6,35800,35 700,0
1998-029A,In Orbit,Geostationary Orbit,1436.14,36013,35560,7.72
2003-041A,In Orbit,Geostationary Orbit,1436.1,35984,35589,3.2
2009-001A,In Orbit,Geostationary Orbit,1438.8,35937,35714,2.89
2010-063A,In Orbit,Geostationary Orbit,1436,35500,35500,0
2012-034A,In Orbit,Geostationary Orbit,1436.1,35805,35771,0
2016-036A,In Orbit,Geostationary Orbit,1437.19,35903,35613,7.51
2012-019A,In Orbit,Geostationary Orbit,1436.1,35801,35772,2.34
2013-050A,In Orbit,Geostationary Orbit,1436.1,35803,35700,4.2
2018-079A,In Orbit,Geostationary Orbit,1436.1,35790,35781,0.05
2019-051A,In Orbit,Geostationary Orbit,1436.2,35810,35780,6.4
2020-022B,In Orbit,Geostationary Orbit,1436,35780,35780,0
2012-048C,Inactive,NULL,NULL,NULL,NULL,NULL
2018-066A,In Orbit,Low Earth Orbit,92.4,317,314,96.7
2019-022D,In Orbit,Low Earth Orbit,94.15,481,469,51.6
2019-022C,In Orbit,Low Earth Orbit,94.15,483,471,51.6
2018-104N,In Orbit,Low Earth Orbit,94.6,511,495,85.03
2018-104A,In Orbit,Low Earth Orbit,94.6,511,492,85.3
2018-046C,In Orbit,Low Earth Orbit,94.2,487,481,51.6
2018-046D,In Orbit,Low Earth Orbit,94.2,487,481,51.6
2019-071D,In Orbit,Low Earth Orbit,93.9,474,459,51.6
2019-071F,In Orbit,Low Earth Orbit,93.9,474,459,51.6
2019-071G,In Orbit,Low Earth Orbit,93.9,474,458,51.6
2015-058B,In Orbit,Low Earth Orbit,97.74,802,500,64.78
2014-033AM,In Orbit,Low Earth Orbit,97.88,700,614,97.98
2014-033AN,In Orbit,Low Earth Orbit,97.88,700,614,97.98
2015-058C,In Orbit,Low Earth Orbit,97.4,802,500,64.6
2017-071F,Decayed,NULL,NULL,NULL,NULL,NULL
2017-071G,Decayed,NULL,NULL,NULL,NULL,NULL
2016-067F,In Orbit,Low Earth Orbit,96.2,584,569,97.9
2016-067E,In Orbit,Low Earth Orbit,96.23,584,572,98
2008-065B,In Orbit,Geostationary Orbit,1436.08,35808,35764,0.12
2021-034C,In Orbit,Low Earth Orbit,95.8,613,609,97.8
2021-006AD,In Orbit,Low Earth Orbit,95.2,535,522,97.5
2007-015A,In Orbit,Low Earth Orbit,96.2,552,544,97.9
2010-035C,In Orbit,Low Earth Orbit,97.2,632,615,98
2014-037G,In Orbit,Low Earth Orbit,97.27,631,625,98.4
2018-099L,In Orbit,Low Earth Orbit,96.4,592,574,97.8
2019-018AB,In Orbit,Low Earth Orbit,94.6,506,490,97.5
2018-012A,In Orbit,Geostationary Orbit,1436,35796,35777,0
2017-078A,In Orbit,Geostationary Orbit,1436.1,35798,35744,0.04
2019-084A,In Orbit,Low Earth Orbit,92.06,414,397,97.01
2022-033D,In Orbit,Low Earth Orbit,95,511,499,97.4
2018-099AZ,In Orbit,Low Earth Orbit,96.2,589,573,97.7
2013-072F,In Orbit,NULL,NULL,NULL,NULL,NULL
2016-059C,In Orbit,Low Earth Orbit,98.4,704,661,98.2
2016-059G,Inactive,NULL,NULL,NULL,NULL,NULL
2010-035D,In Orbit,Low Earth Orbit,98.2,674,672,98.1
2016-059D,In Orbit,Low Earth Orbit,97.7,660,646,98.2
2009-054A,In Orbit,Geostationary Orbit,1436.08,35805,35767,0.03
2013-006A,In Orbit,Geostationary Orbit,1436.05,35791,35781,0.03
2014-011A,In Orbit,Geostationary Orbit,1436.24,35795,35784,0.08
2017-053A,In Orbit,Geostationary Orbit,1436.11,35789,35785,0.04
2021-015A,In Orbit,Low Earth Orbit,99.9,764,761,98.5
1996-054A,In Orbit,Geostationary Orbit,1436.1,35800,35772,0.03
2004-017A,In Orbit,Geostationary Orbit,1436.07,35797,35774,0.04
2004-041A,In Orbit,Geostationary Orbit,1436.08,35795,35777,0.04
2006-054B,In Orbit,Geostationary Orbit,1436.1,35800,35773,0.06
2008-038B,In Orbit,Geostationary Orbit,1436.1,35793,35778,3
1999-060A,In Orbit,Geostationary Orbit,1436.1,35791,35781,0.01
2000-067A,In Orbit,Geostationary Orbit,1436.12,35795,35778,0.05
2000-081B,In Orbit,Geostationary Orbit,1436.07,35798,35773,0.03
2019-038J,In Orbit,Low Earth Orbit,95.2,547,514,97.5
2019-050A,In Orbit,Geostationary Orbit,1436.04,35793,35777,0
2008-022A,In Orbit,Geostationary Orbit,1436.1,35789,35783,0.04
2013-045A,In Orbit,Geostationary Orbit,1432,35796,35633,0.01
1974-089B,In Orbit,Low Earth Orbit,114.9,1459,1440,101.4
2020-048A,In Orbit,Geostationary Orbit,1436.1,35792,35781,0.01
2020-037D,In Orbit,Low Earth Orbit,96.5,600,582,97.7
2019-092D,In Orbit,Low Earth Orbit,94.9,524,509,97.4
2000-076A,In Orbit,Geostationary Orbit,1436.08,35793,35778,0.02
2005-036A,In Orbit,Geostationary Orbit,1436.1,35795,35777,0.02
2004-027A,In Orbit,Geostationary Orbit,1436.08,35790,35781,0.01
2007-009A,In Orbit,Geostationary Orbit,1436.1,35794,35778,0.01
2013-014A,In Orbit,Geostationary Orbit,1436.08,35799,35773,0.01
2004-025G,In Orbit,Low Earth Orbit,99.4,764,696,98
2014-033K,In Orbit,Low Earth Orbit,98,733,613,97.9
2004-025A,In Orbit,Low Earth Orbit,100.3,850,694,98.2
2009-041F,In Orbit,Low Earth Orbit,97,662,559,98.18
2009-041D,In Orbit,Low Earth Orbit,97.5,674,604,98.1
2011-044E,In Orbit,Low Earth Orbit,97.8,694,610,98.2
2013-066A,In Orbit,Low Earth Orbit,97.17,653,594,97.8
2013-066K,In Orbit,Low Earth Orbit,97.99,669,594,97.8
2014-033J,In Orbit,Low Earth Orbit,98,715,613,97.9
2018-041A,In Orbit,Geostationary Orbit,1436.1,35790,35783,0.05
2020-045A,In Orbit,Geostationary Orbit,1438.5,35885,35785,0.01
2012-013A,In Orbit,Geostationary Orbit,1440.31,35874,35864,0.03
2015-059A,In Orbit,Geostationary Orbit,1436.01,35788,35782,0.12
2011-049B,In Orbit,Geostationary Orbit,1436.06,35805,35766,0.06
2019-021A,In Orbit,Geostationary Orbit,1436,35811,35774,0.01
2021-006BZ,In Orbit,Low Earth Orbit,95.2,535,526,97.5
2021-006EG,In Orbit,Low Earth Orbit,95.2,536,522,97.5
2021-006EH,In Orbit,Low Earth Orbit,95.2,536,522,97.5
2022-033E,In Orbit,Low Earth Orbit,95,510,499,97.4
2021-102J,In Orbit,Low Earth Orbit,95,572,547,97.6
2021-016A,In Orbit,Elliptical,717.8,39754,1025,63.3
2018-004V,In Orbit,Low Earth Orbit,94.5,505,493,97.5
2019-036P,In Orbit,Elliptical,96.2,851,305,28.5
2014-062B,In Orbit,Geostationary Orbit,1436.07,35795,35778,0.01
2015-054B,In Orbit,Geostationary Orbit,1436.06,35801,35786,0.01
2021-059CC,In Orbit,Low Earth Orbit,95.1,535,512,97.5
2021-006AE,In Orbit,Low Earth Orbit,95.2,536,522,97.5
2009-042A,In Orbit,Geostationary Orbit,1436.11,35795,35778,0
2014-052A,In Orbit,Geostationary Orbit,1436.17,35793,35783,0.07
2011-069A,In Orbit,Geostationary Orbit,1436.17,35793,35782,0.02
2014-046A,In Orbit,Geostationary Orbit,1436.1,35793,35781,0.07
2017-057A,In Orbit,Geostationary Orbit,1436.1,35790,35783,0.02
2000-016A,In Orbit,Geostationary Orbit,1436.15,35801,35773,0.02
2014-070A,In Orbit,Low Earth Orbit,94.75,507,506,97.48
2018-007A,In Orbit,Low Earth Orbit,94.5,505,493,97.3
2021-102C,In Orbit,Low Earth Orbit,94.5,573,556,97.6
1997-076A,In Orbit,Geostationary Orbit,1436.08,35791,35780,0.04
2006-012A,In Orbit,Geostationary Orbit,1436.1,35807,35766,0.08
2007-016A,In Orbit,Geostationary Orbit,1436.03,35798,35772,0.05
2008-057A,In Orbit,Geostationary Orbit,1438.2,35852,35804,0.14
2011-041A,In Orbit,Geostationary Orbit,1434.1,35780,35715,0.12
1998-050A,In Orbit,Geostationary Orbit,1436.12,35797,35776,0.08
2001-025A,In Orbit,Geostationary Orbit,1436.12,35804,35768,0.07
2000-081A,In Orbit,Geostationary Orbit,1436.1,35802,35770,0.07
2013-056A,In Orbit,Geostationary Orbit,1436.12,35793,35781,0.11
2012-051A,In Orbit,Geostationary Orbit,1436.07,35795,35777,0.06
2014-089A,In Orbit,Geostationary Orbit,1436.11,35789,35785,0.09
2002-015B,In Orbit,Geostationary Orbit,1436.07,35804,35770,0.06
2010-021A,In Orbit,Geostationary Orbit,1436.11,35806,35768,0.08
2014-011B,In Orbit,Geostationary Orbit,1436.26,35793,35787,0.05
2018-004S,In Orbit,Low Earth Orbit,94.5,505,494,97.5
2021-006T,In Orbit,Low Earth Orbit,94.6,534,521,97.5
2021-006CD,In Orbit,Low Earth Orbit,94.6,535,523,97.5
2021-006CC,In Orbit,Low Earth Orbit,94.6,536,522,97.5
2021-006DK,In Orbit,Low Earth Orbit,94.5,537,524,97.5
2021-006DH,In Orbit,Low Earth Orbit,94.5,535,526,97.5
2021-059CD,In Orbit,Low Earth Orbit,95.1,535,512,97.5
2021-059CL,In Orbit,Low Earth Orbit,95,536,511,97.5
2021-059CE,In Orbit,Low Earth Orbit,95,536,511,97.5
2021-059CB,In Orbit,Low Earth Orbit,95.1,536,513,97.5
2021-059CK,In Orbit,Low Earth Orbit,95,535,513,97.5
2015-052A,In Orbit,Low Earth Orbit,97.54,649,632,5.99
2019-034A,In Orbit,Geostationary Orbit,1436.07,36757,35653,0.02
2020-061D,In Orbit,Low Earth Orbit,94.5,524,516,97.4
2014-006B,In Orbit,Geostationary Orbit,1436.06,35788,35784,0.05
2015-077C,In Orbit,Low Earth Orbit,95.46,550,532,14.98
2013-006B,In Orbit,Geostationary Orbit,1436.08,35794,35778,0.04
2018-074A,In Orbit,Geostationary Orbit,1436.1,35750,35750,0.02
2006-051A,In Orbit,Geostationary Orbit,1436.06,35791,35780,0.07
2010-025A,In Orbit,Geostationary Orbit,1439.76,35883,35834,0.06
2010-032B,In Orbit,Geostationary Orbit,1427.27,35623,35605,0.03
2008-034B,In Orbit,Geostationary Orbit,1436.1,35805,35768,0.05
2015-065B,In Orbit,Geostationary Orbit,1436,35817,35768,0.1
2018-044A,In Orbit,Geostationary Orbit,1436.06,35793,35778,0
2021-117C,Debris,NULL,NULL,NULL,NULL,NULL
2015-009A,In Orbit,Low Earth Orbit,96.1,586,570,97.7
2016-020A,In Orbit,Low Earth Orbit,96.1,594,549,97.62
2019-093A,In Orbit,Low Earth Orbit,97.1,634,613,97.9
2022-033U,In Orbit,Low Earth Orbit,97,509,497,97.4
2021-022AM,In Orbit,Low Earth Orbit,95.5,558,535,97.6
2021-022AB,In Orbit,Low Earth Orbit,95.5,562,535,97.6
2021-022AN,In Orbit,Low Earth Orbit,95.5,562,535,97.6
2021-022AP,In Orbit,Low Earth Orbit,95.5,556,535,97.6
2019-038AC,In Orbit,Low Earth Orbit,95.2,546,514,97.5
2012-018A,In Orbit,Medium Earth Orbit,773.19,21595,21460,55.16
2012-018B,In Orbit,Medium Earth Orbit,773.21,21603,21452,55.1
2012-050B,In Orbit,Medium Earth Orbit,773.1,21574,21477,55
2012-059A,In Orbit,Geostationary Orbit,1436.11,35799,35775,1.84
2016-021A,In Orbit,Geostationary Orbit,1435.92,35890,35676,54.97
2016-037A,In Orbit,Geostationary Orbit,1436.1,35794,35776,1.84
2015-019A,In Orbit,Geostationary Orbit,1461.81,36781,35796,54.9
2015-053A,In Orbit,Geostationary Orbit,1435.73,35953,35606,55
2017-069A,In Orbit,Medium Earth Orbit,773.2,21549,21506,55
2019-061A,In Orbit,Medium Earth Orbit,773.2,21561,21509,55
2019-061B,In Orbit,Medium Earth Orbit,773.2,21554,21515,55
2017-069B,In Orbit,Medium Earth Orbit,773.2,22549,21541,55
2015-037A,In Orbit,Medium Earth Orbit,773.2,21549,21520,55
2015-037B,In Orbit,Medium Earth Orbit,773.3,21550,21521,55
2018-003A,In Orbit,Medium Earth Orbit,773.2,21541,21514,55
2018-003B,In Orbit,Medium Earth Orbit,773.2,21539,21516,55
2018-018A,In Orbit,Medium Earth Orbit,773.2,21547,21508,55
2018-018B,In Orbit,Medium Earth Orbit,773.2,21551,21504,55
2018-029A,In Orbit,Medium Earth Orbit,773.2,21533,21521,55
2018-029B,In Orbit,Medium Earth Orbit,773.2,22191,21542,55
2018-057A,In Orbit,Geostationary Orbit,1436.1,35876,35691,55
2018-062A,In Orbit,Medium Earth Orbit,773.2,21545,21509,55
2018-062B,In Orbit,Medium Earth Orbit,773.2,21538,21516,55
2018-067A,In Orbit,Medium Earth Orbit,773.2,21540,21514,55
2018-067B,In Orbit,Medium Earth Orbit,773.2,21537,21518,55
2018-072A,In Orbit,Medium Earth Orbit,787.1,22193,21533,55
2018-072B,In Orbit,Medium Earth Orbit,773.1,21541,21513,55
2018-078A,In Orbit,Medium Earth Orbit,787.4,22195,21541,55
2018-078B,In Orbit,Medium Earth Orbit,787.4,22195,21537,55
2018-085A,In Orbit,Geostationary Orbit,1436.06,35795,35776,3
2018-093A,In Orbit,Medium Earth Orbit,787.1,22194,21523,55
2018-093B,In Orbit,Medium Earth Orbit,787.1,22194,21531,55
2019-023A,In Orbit,Geostationary Orbit,1435.7,35847,35711,55
2019-027A,In Orbit,Geostationary Orbit,1436.06,35799,35773,1.81
2019-035A,In Orbit,Geostationary Orbit,1436.2,35838,35739,55.05
2019-073A,In Orbit,Geostationary Orbit,1436.2,35896,35681,58.2
2019-078A,In Orbit,Medium Earth Orbit,787.4,22194,21542,54.9
2019-078B,In Orbit,Medium Earth Orbit,787.2,22192,21537,54.9
2019-090A,In Orbit,Medium Earth Orbit,770.6,21561,21369,55.02
2019-090B,In Orbit,Medium Earth Orbit,785.35,22108,21530,55.02
2020-040A,In Orbit,Geostationary Orbit,1436.1,35809,35764,3.09
2020-017A,In Orbit,Geostationary Orbit,1436.08,35797,35776,3.08
2010-057A,In Orbit,Geostationary Orbit,1436.1,35809,35764,1.43
2012-008A,In Orbit,Geostationary Orbit,1436.15,35799,35776,1.87
2010-036A,In Orbit,Geostationary Orbit,1435.82,35893,35670,55.09
2010-068A,In Orbit,Geostationary Orbit,1436.12,35817,35717,55.23
2011-013A,In Orbit,Geostationary Orbit,1435.93,37872,35693,96.4
2011-038A,In Orbit,Geostationary Orbit,1435.1,35879,35708,55.2
2011-073A,In Orbit,Geostationary Orbit,1436.08,35864,35708,55.16
2021-050A,In Orbit,Low Earth Orbit,94.7,502,487,97.5
2005-043A,In Orbit,Low Earth Orbit,98.6,703,681,97.9
2016-001A,In Orbit,Geostationary Orbit,1436.06,35792,35779,0.46
2001-049C,In Orbit,Low Earth Orbit,94.8,521,500,97.9
2016-040F,Inactive,NULL,NULL,NULL,NULL,NULL
2015-058E,In Orbit,Low Earth Orbit,97.7,801,497,64.78
2012-039B,In Orbit,Low Earth Orbit,94.7,507,503,97.5
2018-096M,In Orbit,Low Earth Orbit,94.7,500,484,97.5
2021-106A,In Orbit,Low Earth Orbit,93,439,428,42
2021-106B,In Orbit,Low Earth Orbit,93,438,426,42
2021-120B,In Orbit,Low Earth Orbit,93,439,430,42
2021-120A,In Orbit,Low Earth Orbit,93,440,433,42
2022-034B,In Orbit,Low Earth Orbit,95,440,428,53
2018-099BG,In Orbit,Low Earth Orbit,96.3,591,577,97.7
2022-034C,In Orbit,Low Earth Orbit,95,439,426,53
2019-037C,In Orbit,Low Earth Orbit,93.7,461,450,45.1
2019-054E,In Orbit,Low Earth Orbit,95.5,549,538,45.01
2020-055BP,In Orbit,Low Earth Orbit,95.5,410,400,45.01
2020-055BQ,In Orbit,Low Earth Orbit,95.5,410,400,45.01
2021-023G,In Orbit,Low Earth Orbit,93.7,460,448,45
2016-059E,In Orbit,Low Earth Orbit,98.3,701,661,98.2
2017-046A,In Orbit,Geostationary Orbit,1436,35803,35781,0
2018-037A,In Orbit,Geostationary Orbit,1436.09,35794,35779,0
2018-107A,In Orbit,Geostationary Orbit,1436.08,35792,35780,0
2019-048A,In Orbit,Geostationary Orbit,1436,35829,35599,0
2019-018AD,In Orbit,Low Earth Orbit,94.1,519,435,97.5
2000-046A,In Orbit,Geostationary Orbit,1436.09,35800,35772,0.07
2021-058F,In Orbit,Low Earth Orbit,94.5,521,495,60.7
2018-099BH,In Orbit,Low Earth Orbit,96.3,591,574,97.7
2016-039A,In Orbit,Geostationary Orbit,1436.2,35876,35702,0.07
2014-033L,In Orbit,Low Earth Orbit,98.27,739,613,97.97
2014-049B,In Orbit,Low Earth Orbit,97.1,633,610,98.02
2019-054A,In Orbit,Low Earth Orbit,95.5,550,536,45.01
2021-073A,In Orbit,Low Earth Orbit,95.5,563,520,97.6
2022-033T,In Orbit,Low Earth Orbit,95.4,509,497,97.4
2007-036B,In Orbit,Geostationary Orbit,1436.1,35794,35778,0.03
2010-056B,In Orbit,Geostationary Orbit,1365.61,35725,33066,0.07
2011-041B,In Orbit,Geostationary Orbit,1436.04,35787,35784,0.05
2017-059B,In Orbit,Geostationary Orbit,1432.7,35725,35719,0.02
2020-056A,In Orbit,Geostationary Orbit,1436.1,35798,35789,0.01
2017-073B,In Orbit,Low Earth Orbit,97.4,819,459,97.6
2019-032C,In Orbit,Low Earth Orbit,96,575,555,45
2019-032E,In Orbit,Low Earth Orbit,96,576,554,45
2014-033E,In Orbit,Low Earth Orbit,96.55,617,570,97.99
2017-038A,In Orbit,Geostationary Orbit,1436,35797,35774,0
2006-016B,In Orbit,Low Earth Orbit,98.8,703,702,98.2
2008-021H,Inactive,NULL,NULL,NULL,NULL,NULL
2014-034C,Inactive,NULL,NULL,NULL,NULL,NULL
2014-034D,Inactive,NULL,NULL,NULL,NULL,NULL
2016-059F,Decayed,NULL,NULL,NULL,NULL,NULL
2021-002A,In Orbit,Low Earth Orbit,94.7,517,493,60.68
2018-099AK,In Orbit,Low Earth Orbit,96.3,591,573,97.7
2020-060B,In Orbit,Low Earth Orbit,95.4,550,535,45
2021-006CE,In Orbit,Low Earth Orbit,95.1,534,514,97.5
2021-006BW,In Orbit,Low Earth Orbit,95.1,534,514,97.5
2021-059AL,In Orbit,Low Earth Orbit,95.1,536,521,97.5
2021-041BE,In Orbit,Low Earth Orbit,95.6,587,566,53
2022-002CS,In Orbit,Low Earth Orbit,94.7,535,520,97.5
2022-002CR,In Orbit,Low Earth Orbit,95.7,535,521,97.5
2005-017A,In Orbit,Low Earth Orbit,97.1,619,618,97.9
2007-001B,In Orbit,Low Earth Orbit,97.4,635,632,97
2008-021A,In Orbit,Low Earth Orbit,97.4,643,624,97.9
2010-035A,In Orbit,Low Earth Orbit,97.4,645,622,97.9
2016-040A,In Orbit,Low Earth Orbit,94.8,519,501,97.5
2017-008A,In Orbit,Low Earth Orbit,94.8,508,491,97.5
2017-036C,In Orbit,Low Earth Orbit,91.34,347,334,96.92
2018-004A,In Orbit,Low Earth Orbit,94.6,510,495,97.5
2019-081A,In Orbit,Low Earth Orbit,94.8,519,500,97.5
2021-022A,In Orbit,Low Earth Orbit,94.6,509,494,97.4
2013-055A,In Orbit,Low Earth Orbit,103.11,1486,325,81
2018-036A,In Orbit,Geostationary Orbit,1436.1,35826,35747,0
2014-079A,In Orbit,Low Earth Orbit,99.67,748,738,98.55
2015-032D,In Orbit,Low Earth Orbit,97.66,658,636,98
2018-004E,In Orbit,Low Earth Orbit,94.5,505,493,97.5
2016-067C,In Orbit,Low Earth Orbit,96.29,586,576,97.98
2018-099BD,In Orbit,Low Earth Orbit,95,500,476,97
2018-096D,In Orbit,Low Earth Orbit,96.3,591,573,97.7
2018-075A,In Orbit,Low Earth Orbit,98.8,719,700,98.2
2018-104E,Decayed,NULL,NULL,NULL,NULL,NULL
2021-105A,In Orbit,Low Earth Orbit,98.2,672,669,75
2021-105B,In Orbit,Low Earth Orbit,98.2,672,671,74.85
2021-105C,In Orbit,Low Earth Orbit,98.2,673,670,75
2017-036E,In Orbit,Low Earth Orbit,94.76,517,497,97.45
2020-077F,In Orbit,Low Earth Orbit,94.2,523,507,97.5
2021-088B,In Orbit,Low Earth Orbit,96.2,580,550,97.6
2021-088C,In Orbit,Low Earth Orbit,96.2,580,550,97.6
2007-006F,Decayed,NULL,NULL,NULL,NULL,NULL
2018-083A,In Orbit,Low Earth Orbit,95,523,509,97.5
2021-022AA,In Orbit,Low Earth Orbit,95.4,564,535,97.5
1999-040B,In Orbit,Elliptical,3808.92,138825,9999,28.5
2018-083H,In Orbit,Low Earth Orbit,94.9,522,505,97.4
2016-081B,In Orbit,Low Earth Orbit,98.87,720,690,98.1
2022-019V,In Orbit,Low Earth Orbit,94.5,549,523,97.5
2021-091A,In Orbit,Low Earth Orbit,94.2,519,500,97.5
2019-092B,In Orbit,Low Earth Orbit,98.8,708,697,98.2
2018-104G,In Orbit,Low Earth Orbit,94.6,511,491,85.03
2003-049B,In Orbit,Low Earth Orbit,99.6,748,729,98.5
2008-056B,In Orbit,Low Earth Orbit,98.5,804,785,98.5
2011-068A,In Orbit,Low Earth Orbit,100.7,804,784,98.5
2014-051B,In Orbit,Low Earth Orbit,100.74,809,778,98.46
2013-037B,In Orbit,Low Earth Orbit,96.43,672,665,98.03
2018-088A,In Orbit,Low Earth Orbit,94.8,517,499,85
2017-042Z,In Orbit,Low Earth Orbit,96.6,602,586,97.6
2017-042AA,In Orbit,Low Earth Orbit,96.6,602,586,97.6
2017-036AE,In Orbit,Low Earth Orbit,94.7,515,496,97.45
2018-004AJ,In Orbit,Low Earth Orbit,94.5,504,493,97.5
2018-096U,In Orbit,Low Earth Orbit,94.5,500,485,97.5
2008-063A,In Orbit,Geostationary Orbit,1436.05,35788,35782,0.05
2012-048G,In Orbit,Low Earth Orbit,97.4,791,484,64.6
2019-071L,In Orbit,Low Earth Orbit,93.9,474,458,51.6
2014-055A,In Orbit,Geostationary Orbit,1436.5,35854,35736,0.04
2006-016A,In Orbit,Low Earth Orbit,98.8,703,702,98.2
2020-099A,In Orbit,Geostationary Orbit,1436.1,35795,35778,0.08
2021-058D,In Orbit,Low Earth Orbit,94.7,521,494,60.7
2021-058E,In Orbit,Low Earth Orbit,94.7,521,494,60.7
2017-036N,In Orbit,Low Earth Orbit,94.6,513,496,97.45
2010-032A,In Orbit,Geostationary Orbit,1436.1,35791,35783,0.01
2009-054B,In Orbit,Geostationary Orbit,1436.1,35799,35773,0.05
2010-021B,In Orbit,Geostationary Orbit,1436.11,35794,35780,0.08
2014-084A,Decayed,NULL,NULL,NULL,NULL,NULL
2003-001A,In Orbit,Low Earth Orbit,101.5,841,820,98.8
2017-042X,In Orbit,Low Earth Orbit,96.5,599,584,97.5
2017-042Y,In Orbit,Low Earth Orbit,96.5,598,584,97.5
2018-004H,In Orbit,Low Earth Orbit,96.5,503,488,94.4
2018-099K,In Orbit,Low Earth Orbit,96.5,591,576,97.7
2020-085C,In Orbit,Low Earth Orbit,96.5,509,495,97.3
2019-036L,In Orbit,Low Earth Orbit,99,721,709,24
2019-036N,In Orbit,Low Earth Orbit,99,724,710,24
2019-036E,In Orbit,Low Earth Orbit,99,724,708,24
2019-036M,In Orbit,Low Earth Orbit,99,724,710,24
2019-036V,In Orbit,Low Earth Orbit,99,724,709,24
2019-036Q,In Orbit,Low Earth Orbit,99,724,708,24
2006-011A,In Orbit,Low Earth Orbit,100.9,836,764,72
2006-011B,In Orbit,Low Earth Orbit,100.9,831,769,72
2006-011D,In Orbit,Low Earth Orbit,98.9,746,669,72
2006-011E,In Orbit,Low Earth Orbit,100.9,849,751,72
2006-011F,In Orbit,Low Earth Orbit,100.9,828,772,72
2015-020D,In Orbit,Low Earth Orbit,112.41,1504,1171,82.4
2019-039A,In Orbit,Low Earth Orbit,97,621,610,97.9
2019-039D,In Orbit,Low Earth Orbit,97,622,610,97.9
2019-079A,In Orbit,Low Earth Orbit,96.9,856,368,97.9
2019-079D,In Orbit,Low Earth Orbit,96.9,856,368,97.9
2019-039B,In Orbit,Low Earth Orbit,97,623,611,97.9
2019-039C,In Orbit,Low Earth Orbit,97,623,616,97.9
2007-023A,In Orbit,Low Earth Orbit,97.2,623,622,97.9
2007-059A,In Orbit,Low Earth Orbit,97.2,623,622,97.9
2008-054A,In Orbit,Low Earth Orbit,97.2,623,622,97.9
2010-060A,In Orbit,Low Earth Orbit,97.2,623,622,97.9
2022-008A,In Orbit,Low Earth Orbit,97.2,648,621,7.9
2015-003E,Inactive,NULL,NULL,NULL,NULL,NULL
2010-013A,In Orbit,Low Earth Orbit,99.2,724,713,92
2019-092A,In Orbit,Low Earth Orbit,97.1,622,621,97.8
2018-099AM,In Orbit,Low Earth Orbit,96.3,590,573,97.7
2018-106A,In Orbit,Low Earth Orbit,100.87,800,800,98.6
2020-104A,In Orbit,Low Earth Orbit,94,480,480,97.3
2013-066AA,In Orbit,Low Earth Orbit,97.8,715,594,97.8
2018-104K,In Orbit,Low Earth Orbit,94.7,511,494,85.04
2003-031J,In Orbit,Low Earth Orbit,101.3,830,815,98.7
2021-088E,In Orbit,Low Earth Orbit,96.2,573,550,97.6
2021-088D,In Orbit,Low Earth Orbit,96.2,574,550,97.6
2021-059AV,In Orbit,Low Earth Orbit,95.1,536,524,97.5
2014-029A,In Orbit,Low Earth Orbit,97.36,635,630,97.88
2015-078A,In Orbit,Low Earth Orbit,94.54,505,488,97.3
2018-104J,In Orbit,Low Earth Orbit,94.6,511,489,85.03
2022-019X,In Orbit,Low Earth Orbit,95.4,547,526,97.5
2015-049P,In Orbit,Low Earth Orbit,95.13,536,514,97.46
2009-041A,In Orbit,Low Earth Orbit,98,662,661,98
2014-033D,In Orbit,Low Earth Orbit,96.85,619,597,97.99
2020-068H,In Orbit,Low Earth Orbit,95.8,567,548,97.7
2008-021G,In Orbit,Low Earth Orbit,96.8,616,598,97.8
2021-013F,In Orbit,Low Earth Orbit,92.9,502,488,51.6
2017-050B,Decayed,NULL,NULL,NULL,NULL,NULL
2017-036X,In Orbit,Low Earth Orbit,96.4,511,496,97.45
2017-036W,In Orbit,Low Earth Orbit,96.4,511,496,97.45
2017-036U,In Orbit,Low Earth Orbit,96.4,511,496,97.45
2017-008BE,In Orbit,Low Earth Orbit,94.6,508,496,97.5
2020-061N,In Orbit,Low Earth Orbit,94.6,536,534,97.5
2007-032A,In Orbit,Geostationary Orbit,1436.1,35788,35785,0.04
2008-013A,In Orbit,Geostationary Orbit,1436.1,35786,35786,0.03
2009-075A,In Orbit,Geostationary Orbit,1436.04,35786,35785,0.09
2014-078B,In Orbit,Geostationary Orbit,1443.51,35933,35930,0.02
2015-026A,In Orbit,Geostationary Orbit,1434.07,35809,35685,0.1
2002-023A,In Orbit,Geostationary Orbit,1436.08,35799,35773,0.07
2005-019A,Debris,NULL,NULL,NULL,NULL,NULL
2006-043A,In Orbit,Geostationary Orbit,1436.1,35798,35774,0.03
