51045,2022-002BP,Dove 4x-28,135,3
51011,2022-002AD,Dove 4x-29,135,3
51006,2022-002Y,Dove 4x-3,135,3
51000,2022-002S,Dove 4x-30,135,3
51041,2022-002BK,Dove 4x-31,135,3
51024,2022-002AS,Dove 4x-32,135,3
51055,2022-002BZ,Dove 4x-33,135,3
51042,2022-002BL,Dove 4x-34,135,3
51048,2022-002BS,Dove 4x-35,135,3
51039,2022-002BH,Dove 4x-36,135,3
51009,2022-002AB,Dove 4x-37,135,3
51023,2022-002AR,Dove 4x-38,135,3
51029,2022-002AX,Dove 4x-39,135,3
51064,2022-002CJ,Dove 4x-4,135,3
51052,2022-002BW,Dove 4x-40,135,3
51005,2022-002X,Dove 4x-41,135,3
51018,2022-002AL,Dove 4x-42,135,3
51027,2022-002AV,Dove 4x-43,135,3
50993,2022-002K,Dove 4x-44,135,3
51004,2022-002W,Dove 4x-5,135,3
51043,2022-002BM,Dove 4x-6,135,3
51065,2022-002CK,Dove 4x-7,135,3
50992,2022-002J,Dove 4x-8,135,3
51047,2022-002BR,Dove 4x-9,135,3
52257,2022-039A,DQ-1,136,14
49398,2021-102D,DRUMS,137,11
27691,2003-008A,USA 167,10,3
27875,2003-040A,USA 170,10,3
25019,1997-065A,USA 135,10,3
26052,2000-001A,USA 148,10,3
26575,2000-065A,USA 153,10,3
23628,1995-038A,USA 113,10,3
26356,2000-024A,USA 149,10,3
26880,2001-033A,USA 159,10,3
28158,2004-004A,USA 176,10,3
43881,2018-111F,D-Star ONE Sparrow,138,10
44344,2019-036F,DSX,89,3
39419,2013-066D,DubaiSat-2,139,7
46234,2020-058C,Duogongneng Shiyan Weixing,140,12
24936,1997-050A,Eagle-1,141,3
43790,2018-099AJ,Eaglet-1,142,5
28935,2006-003A,Echostar 10,143,15
33207,2008-035A,Echostar 11,143,15
36499,2010-010A,Echostar 14,143,4
36792,2010-034A,Echostar 15,143,4
39008,2012-065A,Echostar 16,143,4
38551,2012-035A,Echostar 17,143,2
41592,2016-039B,Echostar 18,143,2
41893,2016-079A,Echostar 19,144,3
42749,2017-032A,Echostar 21,143,4
42070,2017-014A,Echostar 23,143,3
27378,2002-006A,Echostar 7,143,3
27854,2003-034A,Echostar 9/Galaxy 23,500,15
32763,2008-016A,Echostar G1,143,3
44388,2019-038B,Ecuador-UTE,145,10
44475,2019-049A,EDRS-C,146,2
44047,2019-008A,EgyptSat-A,147,4
41032,2015-066A,Cosmos 2510,58,13
42719,2017-027A,Cosmos 2518,58,13
44552,2019-065A,Cosmos 2541,58,13
45608,2020-031A,Cosmos 2546,58,13
